chr22	44427854	44456458
chr22	20345870	20671518
chr22	51182468	51193680
chr22	24622696	24658665
chr22	23652585	23654064
chr22	50384776	50404776
chr22	23915653	23972821
chr22	18661698	19010683
chr22	24202019	24273134
chr22	49213315	50065733
chr22	22313380	22556733
chr22	17397497	17454928
chr22	19746384	19749476
chr22	25010706	25053267
chr22	17541671	17550637
chr22	45075188	45133255
chr22	21044195	21065882
chr22	25368038	26497351
chr22	16087693	17290275
chr22	21400682	21461752
chr22	18609959	18651614
chr22	20127283	20144076
chr22	19711076	19712255
chr22	46766784	47576897
chr22	23668014	23733104
chr22	50713395	51121542
chr22	51163624	51178264
chr22	47885305	48434350
chr22	48515896	49033283
chr22	42486661	42540449
