chr22	36614295	36957064
chr22	18661698	19367927
chr22	40233643	41702010
chr22	43363423	43442253
chr22	37520288	38199364
chr22	34146947	34311815
chr22	38597950	38611206
chr22	28837040	29215603
chr22	19746384	19749476
chr22	20345870	25243315
chr22	16087693	17938918
chr22	45075188	45133255
chr22	39410311	39441701
chr22	45228628	51218950
chr22	29677908	30305283
chr22	42771076	42907790
chr22	18561621	18651614
chr22	20127283	20144076
chr22	38337933	38343443
chr22	39242451	39372343
chr22	19711076	19712255
chr22	42458856	42474106
chr22	42033409	42101539
chr22	30323088	31095882
chr22	42486661	42540449
chr22	44388758	44588743
chr22	42661142	42756616
chr22	39052673	39078845
chr22	25280597	26497351
chr22	42160469	42394157
chr22	39543446	39601950
