chr22	21387899	21461752
chr22	16054690	17450189
chr22	24640757	24658565
chr22	22313380	22574790
chr22	25970645	26108401
chr22	51182468	51220902
chr22	19746384	19750037
chr22	41128509	41288860
chr22	17541671	17550637
chr22	20127283	20144076
chr22	41647928	41677294
chr22	21044195	21065882
chr22	21368159	21377192
chr22	44388758	51178264
chr22	19694672	19712255
chr22	18609959	18651614
chr22	25010706	25053267
chr22	18894338	19010683
chr22	19139026	19147404
chr22	19753292	19756992
chr22	25664617	25903811
chr22	42486661	42540449
