chr22	19317354	19319816
chr22	21387899	21461752
chr22	34146947	34311815
chr22	41128509	41288860
chr22	20345870	20708940
chr22	22997802	25053267
chr22	19746214	19750037
chr22	41647928	41677294
chr22	44388758	51220902
chr22	21044195	21065882
chr22	33716945	33965006
chr22	16054690	17938918
chr22	21368159	21377192
chr22	22313380	22574790
chr22	19694672	19712255
chr22	18561621	19010683
chr22	20127283	20144076
chr22	39242451	39372343
chr22	28837040	29215603
chr22	42458856	42474106
chr22	42033409	42101539
chr22	19139026	19147404
chr22	25368038	26497351
chr22	19753292	19756992
chr22	42486661	42540449
chr22	38597950	38611206
