chr1	243684044	243694734
chr1	852862	866414
chr1	9328652	9389926
chr1	47899683	47905928
chr1	108811025	108968534
chr1	245734763	245948623
chr1	145425394	145831720
chr1	121184267	121349803
chr1	12726724	13775144
chr1	2619886	3202884
chr1	2590843	2605254
chr1	16926944	17231787
chr1	196744920	196799306
chr1	144451744	144524956
chr1	246143171	246655416
chr1	839449	846621
chr1	231715132	231813980
chr1	175448829	175704743
chr1	245162073	245665521
chr1	120556739	120635392
chr1	889744	1008286
chr1	70385045	70386455
chr1	147828087	149817768
chr1	104124934	104211072
chr1	247776536	248785562
chr1	24283025	24305753
chr1	145112505	145368847
chr1	245684807	245706269
chr1	155181713	155207954
chr1	189562224	189924389
chr1	145415155	145421552
chr1	121350691	143660897
chr1	206075578	206154280
chr1	120767792	120935334
chr1	143753739	143984287
chr1	144009906	144090824
chr1	248862204	248901720
chr1	46335186	46493899
chr1	16350392	16384554
chr1	144619883	144828763
