chr1	12326303	13775144
chr1	81436506	81923572
chr1	179690367	179715044
chr1	16714293	17363575
chr1	187956639	189056310
chr1	208786439	208980535
chr1	160836447	161215809
chr1	104004904	104297301
chr1	17366384	17397018
chr1	47435634	47666179
chr1	143673097	144860341
chr1	120556739	143660897
chr1	194618259	195627237
chr1	7491050	7557880
chr1	64754433	64996736
chr1	155618637	155685450
chr1	224079084	224180364
chr1	196738926	196883398
chr1	18049416	18658909
chr1	9305493	9389926
chr1	202432257	202519604
chr1	71182029	72268332
chr1	147394187	147424808
chr1	47899683	47905928
chr1	99981282	100497472
chr1	45935519	46686477
chr1	247552562	249189747
chr1	153613592	153724866
chr1	147599067	149817768
chr1	19495746	20123800
chr1	119294861	120520219
chr1	2495136	6976602
chr1	220089257	220100436
chr1	235612185	236415507
chr1	151030737	151037976
chr1	231710351	231813980
chr1	25611202	25688876
chr1	10697092	10804053
chr1	28891340	28969495
chr1	183861203	184091272
chr1	153113197	153122596
chr1	70385045	70386455
chr1	196011880	196208885
chr1	16346437	16390104
chr1	52280362	52407380
chr1	247124352	247409065
chr1	147228395	147309062
chr1	155181713	155207954
chr1	25702768	25913028
chr1	171719530	171944403
chr1	206075578	206154280
chr1	242330065	243405454
chr1	193983246	194067135
chr1	168510350	168550309
chr1	168642531	168921719
chr1	145112505	146507577
chr1	76718949	77039352
chr1	231413308	231487406
chr1	161559740	161619000
chr1	245123823	246923213
chr1	160029415	160187302
chr1	86006703	86727751
chr1	223557382	223568717
chr1	23106614	23241148
chr1	204907783	205046083
chr1	240023336	240625982
chr1	108789086	108968534
chr1	152647749	152670818
chr1	223930603	223937127
chr1	61693950	62199657
chr1	219089279	219951094
chr1	113167644	113589588
chr1	243673383	244050033
chr1	150187138	150537483
chr1	779732	1723710
chr1	40125097	40144919
chr1	157230054	157351515
chr1	37766561	38727114
chr1	189093349	191590282
chr1	60619473	61405188
chr1	65861502	66007500
chr1	151333123	151399970
chr1	238676251	238753428
chr1	180031327	180278544
chr1	151288501	151319184
chr1	69789894	69938097
chr1	218693489	218776969
chr1	232539260	233425535
chr1	152337774	152590520
chr1	193148730	193231761
chr1	16063223	16073441
chr1	106686814	106769435
chr1	24283025	24327618
chr1	175437000	175704923
chr1	229122567	229295677
chr1	76050175	76671617
