chr1	247776409	248785598
chr1	147238412	147248718
chr1	28904253	28907123
chr1	145112505	145368847
chr1	9328652	9389926
chr1	108789086	108968534
chr1	47899683	47905928
chr1	1403416	1425677
chr1	145388354	145935640
chr1	243684044	243694734
chr1	120760287	120935334
chr1	121184267	121349803
chr1	220089257	220100436
chr1	143753739	144090824
chr1	16350392	16390104
chr1	1241798	1268865
chr1	2590843	2605254
chr1	151376795	151399960
chr1	16814371	17231817
chr1	25611202	25688876
chr1	803988	846707
chr1	46248685	46493918
chr1	196744920	196799306
chr1	144451744	144524956
chr1	243057715	243187440
chr1	2609222	3202884
chr1	231715132	231813980
chr1	61723917	62084045
chr1	120556739	120635392
chr1	70385045	70386455
chr1	205012519	205027918
chr1	104124934	104297301
chr1	175437000	175704743
chr1	12357423	13775144
chr1	24283025	24305753
chr1	852862	1008286
chr1	147824211	149817768
chr1	189430101	189957275
chr1	121350691	143660897
chr1	206075578	206154280
chr1	249104657	249113356
chr1	245151900	246705834
chr1	248862204	248901720
chr1	155181713	155207954
chr1	160029415	160105986
chr1	144619883	144828763
