1_ALL	0.5
1_B	0.35404417590072146
1_B_USLB	0.27425941000942017
2_ALL	0.3210530160338668
2_B	0.35156923710868093
2_B_USLB	0.3068980977449362
3_ALL	0.3879716272364078
3_B	0.34206117176377626
3_B_USLB	0.37151235626511137
4_ALL	0.4033458704227424
4_B	0.4234366881665983
4_B_USLB	0.49250725055789124
5_ALL	0.38241326028146194
5_B	0.42070731140413253
5_B_USLB	0.4934468263536036
6_ALL	0.3699463541638103
6_B	0.4187411665267077
6_B_USLB	0.4871921971795121
7_ALL	0.35661145979605385
7_B	0.46877093541424913
7_B_USLB	0.48336241883698555
8_ALL	0.40415550042415305
8_B	0.4678553937216218
8_B_USLB	0.5351331537796687
9_ALL	0.4102081760124736
9_B	0.5006072059346641
9_B_USLB	0.5414467817030347
10_ALL	0.40605904186576325
10_B	0.5
10_B_USLB	0.5625830756302526
