chr17	21529632	22261792
chr17	2502863	2528223
chr17	34508116	34790268
chr17	3999618	4520057
chr17	81006643	81018272
chr17	2393728	2455613
chr17	10016226	10380740
chr17	45599997	45662523
chr17	41464490	41554856
chr17	1336541	1361490
chr17	751194	751254
chr17	21381526	21414725
chr17	44171856	44787644
chr17	50689	745738
chr17	963696	963866
chr17	29158337	29161802
chr17	908761	912680
chr17	1309001	1310279
chr17	34817421	36248918
chr17	3447102	3499374
chr17	31998124	32876230
chr17	21433384	21501929
chr17	772821	902374
chr17	1061433	1277056
chr17	80927901	80969421
chr17	71847836	72666677
chr17	44156472	44156558
chr17	15633425	15664206
chr17	3543269	3570347
chr17	5449810	5504316
chr17	29205112	29332277
chr17	16691203	16722779
