chr17	37381716	37596822
chr17	79817154	79849387
chr17	79495581	79514678
chr17	18265937	18284408
chr17	80869489	81044494
chr17	79119182	79225629
chr17	45599997	45662523
chr17	6159	264204
chr17	19947874	19986611
chr17	751194	887645
chr17	14368262	14423007
chr17	57229180	57624852
chr17	25401772	25658315
chr17	71801554	72728262
chr17	44156472	44787924
chr17	15633425	15674162
chr17	5441310	5711877
chr17	16527733	16722779
chr17	52582240	53041465
chr17	25958204	26093532
chr17	68450158	68618075
chr17	70117098	70120373
chr17	34205639	34245061
chr17	26610150	27231415
chr17	65990512	66076010
chr17	34849848	34906608
chr17	34508116	34611388
chr17	21381526	22263006
chr17	18605286	18925454
