chr17	21529632	22261792
chr17	44156472	44787644
chr17	41399891	41597826
chr17	31998124	32917705
chr17	1009448	1277244
chr17	80979027	81036202
chr17	45599997	45662523
chr17	2376804	2497674
chr17	1426570	1453637
chr17	66037221	66076010
chr17	25991971	26061973
chr17	751194	976072
chr17	3995901	4537516
chr17	3685948	3719502
chr17	10016226	10405369
chr17	50689	745738
chr17	29033881	29332277
chr17	78226954	78256892
chr17	34508116	36248918
chr17	2502863	2528288
chr17	25401772	25601107
chr17	71847836	72666677
chr17	1482979	1492092
chr17	1297231	1409842
chr17	80920234	80970272
chr17	3447102	3587961
chr17	5441310	5598328
chr17	41770723	41838006
chr17	18852747	18858079
chr17	20096000	20219405
chr17	21381526	21501929
chr17	15633425	15664206
chr17	16691203	16722779
