chr17	37381716	37596822
chr17	31998124	32922906
chr17	57017876	57086110
chr17	18265937	18284408
chr17	2901447	2940028
chr17	34431766	34790268
chr17	3831816	4540528
chr17	16947927	16975346
chr17	45599997	45662523
chr17	38543534	38785943
chr17	751194	887645
chr17	16527733	16722779
chr17	3543269	3756276
chr17	16099166	16107025
chr17	57229180	57624852
chr17	6159	632905
chr17	21529632	22263006
chr17	44156472	44787924
chr17	15633425	15674162
chr17	18752652	18925454
chr17	3447102	3499374
chr17	25958204	26093532
chr17	21433384	21501929
chr17	25270397	25910253
chr17	1180066	1270427
chr17	68450158	68618075
chr17	65990512	66076010
chr17	36474600	36498849
chr17	34849848	34906608
chr17	80881111	81044494
chr17	70118428	70119651
chr17	71801554	72693624
