chr17	80478879	80525884
chr17	5407309	5711877
chr17	78215500	78324063
chr17	16581146	16631051
chr17	15339666	15497802
chr17	9972806	10418323
chr17	34431766	36248918
chr17	37360439	37603990
chr17	2577768	2594538
chr17	4762587	4776536
chr17	16099166	16107025
chr17	57229180	57624852
chr17	18775929	18925454
chr17	57070140	57086110
chr17	44156472	44787703
chr17	3831816	3853787
chr17	45599997	45662523
chr17	6159	1571962
chr17	15633425	15674162
chr17	2157928	2165080
chr17	41240898	41942451
chr17	2081670	2127016
chr17	3071663	3765812
chr17	19647345	20232061
chr17	57061084	57064254
chr17	19277389	19288730
chr17	68450158	68618075
chr17	29681299	29739456
chr17	20782738	22263006
chr17	7966163	8338622
chr17	65990512	66076010
chr17	71839233	72693624
chr17	25958204	26075070
chr17	31982778	32922906
chr17	28977162	29449415
chr17	52582240	52653710
chr17	3947595	4544930
chr17	80881111	81044553
chr17	52707202	52729855
chr17	2336349	2548911
chr17	16691203	16722779
chr17	25300206	25874582
