chr17	2745467	3005626
chr17	1703044	1859251
chr17	25645514	25691175
chr17	51862026	51919280
chr17	76088436	76440296
chr17	9254322	9394861
chr17	19937882	20000080
chr17	44138512	44873614
chr17	33498725	33863479
chr17	15611693	16559541
chr17	34419137	34817400
chr17	39083822	39470110
chr17	45481906	45567563
chr17	61937183	61986943
chr17	60564675	60704776
chr17	20171467	20949946
chr17	2157928	2405639
chr17	70880684	70939838
chr17	62532633	62620233
chr17	11529153	11614761
chr17	79371604	79482530
chr17	21214494	21445282
chr17	19436820	19654785
chr17	59176497	59398068
chr17	1270277	1284179
chr17	79518740	79601555
chr17	21557276	22261792
chr17	3058761	3631174
chr17	79817563	79975488
chr17	55424404	55564122
chr17	174995	192700
chr17	65990512	66076010
chr17	18934578	19088770
chr17	80917679	80927961
chr17	17310099	17344539
chr17	50938321	51330495
chr17	426788	1215190
chr17	50490500	50856418
