chr17	10616808	10953506
chr17	30216269	30224964
chr17	57159677	57178655
chr17	15298904	15500645
chr17	75447983	75560732
chr17	18991356	19088770
chr17	31969713	32923001
chr17	6575868	6630592
chr17	20741727	22263006
chr17	1712089	1714806
chr17	37313690	37768345
chr17	11225885	11242621
chr17	9972806	10418323
chr17	34431766	36248918
chr17	15688145	15736192
chr17	80869489	81044553
chr17	78008423	78343826
chr17	16099166	16107025
chr17	3005566	3058762
chr17	45599997	45662523
chr17	3071663	3783922
chr17	9751023	9804265
chr17	2940022	2940028
chr17	36891707	36909570
chr17	6862296	7002388
chr17	11072250	11215859
chr17	5981167	6227930
chr17	44156472	44787924
chr17	15633425	15674162
chr17	57229065	57624963
chr17	68090108	68705937
chr17	18752652	18925454
chr17	16527733	16722779
chr17	28973751	29649192
chr17	25958204	26093532
chr17	71839233	72693624
chr17	27113584	27231415
chr17	80283949	80316732
chr17	7929775	8393597
chr17	27392815	27422695
chr17	57045543	57134239
chr17	29681190	29768428
chr17	41232139	41975243
chr17	43751673	43975766
chr17	65990512	66076010
chr17	9149343	9610278
chr17	6159	1692247
chr17	19144142	20371077
chr17	6240266	6472074
chr17	36474600	36498849
chr17	30315519	30326958
chr17	3801315	4829150
chr17	25291808	25910193
chr17	52510990	52729868
chr17	2319573	2602623
chr17	15557585	15592758
chr17	5407258	5725241
chr17	1791848	2306683
chr17	8801490	8992225
chr17	80410651	80755659
