chr17	31998124	32922906
chr17	16581146	16631051
chr17	858059	872943
chr17	81006643	81018272
chr17	34431766	34790268
chr17	45599997	45662523
chr17	18775929	18925454
chr17	3995901	4045261
chr17	44156472	44787703
chr17	21529632	22263006
chr17	15633425	15674162
chr17	57061084	57064254
chr17	25291808	25874582
chr17	65990512	66076010
chr17	1200816	1264198
chr17	71839233	72693624
chr17	6159	443821
chr17	25958204	26075070
chr17	34849848	34906608
chr17	80917679	80970272
chr17	57352956	57456309
chr17	16691203	16722779
