1_ALL	0.5
1_B	0.4167647883996455
1_B_USLB	0.4506892280442796
2_ALL	0.4648680840932081
2_B	0.49642920342162067
2_B_USLB	0.4283458657514888
3_ALL	0.3632425617594156
3_B	0.5020837387357813
3_B_USLB	0.4037748690705049
4_ALL	0.29803214444944925
4_B	0.4995560587170907
4_B_USLB	0.4896273973808931
5_ALL	0.24917124468805163
5_B	0.5002369913072042
5_B_USLB	0.49875886739428243
6_ALL	0.18882714345090154
6_B	0.5019788127236093
6_B_USLB	0.4900674750500974
7_ALL	0.14048769420604656
7_B	0.5005762067828915
7_B_USLB	0.4976235221513798
8_ALL	0.13972729978679505
8_B	0.5005762067828915
8_B_USLB	0.49934856724398896
9_ALL	0.08662114996459525
9_B	0.5
9_B_USLB	0.5000373368790151
10_ALL	0.1558350788483221
10_B	0.5
10_B_USLB	0.5
