1_ALL	0.5
1_B	0.5383954948482359
1_B_USLB	0.5810049834650491
2_ALL	0.6049486988453205
2_B	0.5093579091401071
2_B_USLB	0.5363722673962151
3_ALL	0.5727979336842927
3_B	0.5011025285845387
3_B_USLB	0.515915963690051
4_ALL	0.5519060249809127
4_B	0.49847933891209534
4_B_USLB	0.5029618084143797
5_ALL	0.5296821266534071
5_B	0.5044996650685191
5_B_USLB	0.5093655999562794
6_ALL	0.5108886774174264
6_B	0.5019788127236093
6_B_USLB	0.5047268859630284
7_ALL	0.4937601924869944
7_B	0.5005762067828915
7_B_USLB	0.5032913448640955
8_ALL	0.4825408306974286
8_B	0.5005762067828915
8_B_USLB	0.5005851776812613
9_ALL	0.4669361905092417
9_B	0.5
9_B_USLB	0.5000373368790151
10_ALL	0.5075358895441752
10_B	0.5
10_B_USLB	0.5
